Model_name,MCC_Score,F1_Score
One_hot,0.6729484083500207,0.8308457711442786
512_Linear_NoBias,0.41213249458990286,0.6858638743455497
3072_Linear_NoBias,0.5317646105625328,0.7621419676214197
512_Linear,0.10147428099262541,0.0392156862745098
3072_Linear,0.4581863803673466,0.7163029525032093
512_Conv1D,0.5002016806804707,0.7364341085271318
3072_Conv1D,0.3739531758599124,0.533106960950764
