Model_name,MCC_Score,F1_Score
One_hot,0.596468743436403,0.7991758574718217
512_Linear_NoBias,0.4076185421957892,0.7016079538480422
3072_Linear_NoBias,0.4771919209182578,0.7324189526184539
512_Linear,0.32609016900557286,0.6530356246864024
3072_Linear,0.39837013057194504,0.6934823091247672
512_Conv1D,0.38119883443884894,0.6678832116788322
3072_Conv1D,0.43335669676975985,0.7091772943235809
